19 	 1 
20 	 1 
17 	 1 
18 	 1 
19 	 1 
20 	 1 
21 	 50 
22 	 19 
23 	 74 
24 	 62 
21 	 61 
22 	 79 
23 	 109 
24 	 62 
17 	 1 
18 	 1 
19 	 1 
20 	 16 
21 	 57 
22 	 78 
23 	 111 
24 	 64 
25 	 212 
26 	 115 
27 	 317 
28 	 213 
25 	 227 
26 	 327 
27 	 414 
28 	 211 
29 	 408 
30 	 270 
31 	 615 
32 	 441 
29 	 459 
30 	 590 
31 	 744 
32 	 472 
25 	 239 
26 	 332 
27 	 441 
28 	 441 
29 	 500 
30 	 566 
31 	 710 
32 	 455 
17 	 1 
18 	 1 
19 	 1 
20 	 31 
21 	 66 
22 	 83 
23 	 129 
24 	 147 
25 	 251 
26 	 325 
27 	 420 
28 	 428 
29 	 492 
30 	 559 
31 	 713 
32 	 449 
33 	 561 
34 	 410 
35 	 522 
36 	 385 
33 	 581 
34 	 765 
35 	 798 
36 	 456 
37 	 575 
38 	 373 
39 	 526 
40 	 370 
37 	 606 
38 	 712 
39 	 747 
40 	 463 
33 	 586 
34 	 775 
35 	 824 
36 	 777 
37 	 803 
38 	 763 
39 	 760 
40 	 479 
41 	 508 
42 	 332 
43 	 474 
44 	 302 
41 	 532 
42 	 678 
43 	 650 
44 	 357 
45 	 458 
46 	 298 
47 	 495 
48 	 323 
45 	 494 
46 	 608 
47 	 653 
48 	 390 
41 	 544 
42 	 702 
43 	 670 
44 	 649 
45 	 651 
46 	 668 
47 	 675 
48 	 404 
33 	 599 
34 	 784 
35 	 831 
36 	 796 
37 	 828 
38 	 788 
39 	 791 
40 	 773 
41 	 748 
42 	 757 
43 	 688 
44 	 647 
45 	 654 
46 	 669 
47 	 681 
48 	 410 
49 	 490 
50 	 284 
51 	 586 
52 	 327 
49 	 511 
50 	 615 
51 	 745 
52 	 389 
53 	 749 
54 	 445 
55 	 792 
56 	 526 
53 	 774 
54 	 958 
55 	 1032 
56 	 638 
49 	 528 
50 	 634 
51 	 766 
52 	 860 
53 	 965 
54 	 1025 
55 	 1050 
56 	 655 
57 	 917 
58 	 554 
59 	 1088 
60 	 660 
57 	 969 
