512 	 3267 
256 	 2518 
256 	 3350 
128 	 826 
128 	 873 
64 	 1146 
64 	 1098 
32 	 466 
32 	 340 
8 	 187 
8 	 43 
4 	 10 
4 	 1 
2 	 75 
2 	 32 
1 	 40 
1 	 18 
1 	 71 
1 	 49 
4 	 390 
4 	 216 
2 	 237 
2 	 110 
1 	 169 
1 	 78 
1 	 251 
1 	 146 
2 	 413 
2 	 242 
1 	 309 
1 	 174 
1 	 474 
1 	 328 
16 	 815 
16 	 333 
8 	 670 
8 	 353 
4 	 519 
4 	 358 
2 	 484 
2 	 400 
1 	 485 
1 	 349 
1 	 450 
1 	 344 
2 	 575 
2 	 380 
1 	 543 
1 	 350 
1 	 493 
1 	 351 
4 	 563 
4 	 323 
2 	 528 
2 	 281 
1 	 448 
1 	 361 
1 	 448 
1 	 296 
2 	 511 
2 	 331 
1 	 441 
1 	 290 
1 	 476 
1 	 297 
8 	 996 
8 	 590 
4 	 718 
4 	 441 
2 	 522 
2 	 386 
1 	 429 
1 	 288 
1 	 520 
1 	 303 
2 	 805 
2 	 474 
1 	 698 
1 	 420 
1 	 704 
1 	 475 
4 	 1217 
4 	 809 
2 	 1078 
2 	 618 
1 	 866 
1 	 518 
1 	 1059 
1 	 623 
2 	 1323 
2 	 822 
1 	 1072 
1 	 633 
1 	 1105 
1 	 728 
32 	 1329 
32 	 585 
16 	 1053 
16 	 372 
8 	 1014 
8 	 426 
4 	 1010 
4 	 485 
2 	 1012 
2 	 483 
1 	 831 
1 	 568 
1 	 681 
1 	 442 
2 	 724 
2 	 349 
1 	 669 
1 	 388 
1 	 499 
1 	 304 
4 	 563 
4 	 308 
2 	 531 
2 	 276 
1 	 480 
1 	 313 
1 	 419 
1 	 274 
2 	 498 
2 	 275 
1 	 393 
1 	 259 
1 	 355 
1 	 201 
8 	 559 
8 	 381 
4 	 432 
4 	 237 
2 	 332 
2 	 204 
1 	 257 
1 	 186 
1 	 284 
1 	 176 
2 	 366 
2 	 249 
1 	 282 
1 	 213 
1 	 347 
1 	 270 
4 	 574 
4 	 368 
2 	 487 
2 	 307 
1 	 389 
1 	 296 
1 	 387 
1 	 263 
2 	 536 
2 	 356 
1 	 432 
1 	 294 
1 	 460 
1 	 313 
16 	 665 
16 	 459 
8 	 677 
8 	 453 
4 	 633 
4 	 466 
2 	 578 
2 	 409 
1 	 467 
1 	 305 
1 	 443 
1 	 352 
2 	 504 
2 	 407 
1 	 415 
1 	 389 
1 	 434 
1 	 323 
4 	 514 
4 	 304 
2 	 416 
2 	 289 
1 	 369 
1 	 271 
1 	 302 
1 	 203 
2 	 365 
2 	 180 
1 	 295 
1 	 196 
1 	 271 
1 	 199 
8 	 503 
8 	 262 
4 	 364 
4 	 221 
2 	 338 
2 	 203 
1 	 251 
1 	 157 
1 	 235 
1 	 172 
2 	 324 
2 	 168 
1 	 241 
1 	 185 
1 	 246 
1 	 179 
4 	 364 
4 	 205 
2 	 320 
2 	 153 
1 	 283 
1 	 170 
1 	 224 
1 	 150 
2 	 258 
2 	 175 
1 	 221 
1 	 160 
1 	 258 
1 	 154 
64 	 2421 
64 	 1505 
32 	 1665 
32 	 1304 
16 	 803 
16 	 537 
8 	 498 
8 	 278 
4 	 503 
