195 	 1 
196 	 1 
193 	 1 
194 	 1 
195 	 1 
196 	 1 
197 	 235 
198 	 180 
199 	 195 
200 	 134 
197 	 247 
198 	 336 
199 	 303 
200 	 167 
193 	 1 
194 	 1 
195 	 1 
196 	 149 
197 	 304 
198 	 333 
199 	 301 
200 	 165 
201 	 317 
202 	 233 
203 	 268 
204 	 198 
201 	 337 
202 	 431 
203 	 409 
204 	 246 
205 	 281 
206 	 192 
207 	 265 
208 	 170 
205 	 310 
206 	 354 
207 	 347 
208 	 190 
201 	 379 
202 	 453 
203 	 430 
204 	 360 
205 	 354 
206 	 340 
207 	 301 
208 	 189 
193 	 1 
194 	 1 
195 	 1 
196 	 159 
197 	 304 
198 	 336 
199 	 306 
200 	 342 
201 	 394 
202 	 423 
203 	 393 
204 	 343 
205 	 347 
206 	 335 
207 	 298 
208 	 223 
209 	 317 
210 	 205 
211 	 355 
212 	 232 
209 	 325 
210 	 485 
211 	 541 
212 	 269 
213 	 351 
214 	 230 
215 	 321 
216 	 212 
213 	 360 
214 	 450 
215 	 447 
216 	 254 
209 	 334 
210 	 492 
211 	 553 
212 	 528 
213 	 508 
214 	 487 
215 	 450 
216 	 250 
217 	 366 
218 	 238 
219 	 332 
220 	 233 
217 	 394 
218 	 454 
219 	 445 
220 	 270 
221 	 393 
222 	 228 
223 	 446 
224 	 298 
221 	 427 
222 	 521 
223 	 577 
224 	 355 
217 	 420 
218 	 466 
219 	 471 
220 	 508 
221 	 535 
222 	 555 
223 	 588 
224 	 378 
209 	 338 
210 	 500 
211 	 557 
212 	 532 
213 	 511 
214 	 488 
215 	 472 
216 	 475 
217 	 510 
218 	 498 
219 	 475 
220 	 503 
221 	 536 
222 	 554 
223 	 589 
224 	 448 
225 	 406 
226 	 278 
227 	 400 
228 	 274 
225 	 442 
226 	 521 
227 	 500 
228 	 321 
229 	 384 
230 	 258 
231 	 414 
232 	 282 
229 	 423 
230 	 490 
231 	 524 
232 	 316 
225 	 485 
226 	 542 
227 	 530 
228 	 598 
229 	 568 
230 	 536 
231 	 545 
232 	 328 
