512 	 3784 
256 	 2562 
256 	 3449 
128 	 1002 
128 	 892 
64 	 1335 
64 	 1276 
32 	 540 
32 	 367 
8 	 196 
8 	 43 
4 	 10 
4 	 1 
2 	 74 
2 	 34 
1 	 47 
1 	 18 
1 	 79 
1 	 47 
4 	 396 
4 	 219 
2 	 257 
2 	 115 
1 	 174 
1 	 77 
1 	 269 
1 	 140 
2 	 433 
2 	 245 
1 	 319 
1 	 190 
1 	 504 
1 	 344 
16 	 1090 
16 	 408 
8 	 799 
8 	 406 
4 	 635 
4 	 404 
2 	 552 
2 	 440 
1 	 523 
1 	 400 
1 	 517 
1 	 373 
2 	 661 
2 	 450 
1 	 596 
1 	 397 
1 	 580 
1 	 380 
4 	 697 
4 	 390 
2 	 621 
2 	 359 
1 	 533 
1 	 394 
1 	 514 
1 	 355 
2 	 618 
2 	 398 
1 	 522 
1 	 363 
1 	 585 
1 	 369 
8 	 1283 
8 	 701 
4 	 923 
4 	 554 
2 	 654 
2 	 478 
1 	 581 
1 	 369 
1 	 688 
1 	 407 
2 	 1040 
2 	 613 
1 	 867 
1 	 551 
1 	 898 
1 	 625 
4 	 1465 
4 	 959 
2 	 1294 
2 	 764 
1 	 1005 
1 	 660 
1 	 1241 
1 	 795 
2 	 1519 
2 	 1050 
1 	 1274 
1 	 825 
1 	 1321 
1 	 915 
32 	 1554 
32 	 734 
16 	 1319 
16 	 488 
8 	 1285 
8 	 514 
4 	 1290 
4 	 609 
2 	 1254 
2 	 637 
1 	 1056 
1 	 733 
1 	 906 
1 	 586 
2 	 938 
2 	 460 
1 	 836 
1 	 541 
1 	 684 
1 	 416 
4 	 800 
4 	 440 
2 	 687 
2 	 394 
1 	 620 
1 	 433 
1 	 551 
1 	 385 
2 	 667 
2 	 382 
1 	 521 
1 	 361 
1 	 490 
1 	 313 
8 	 761 
8 	 474 
4 	 621 
4 	 324 
2 	 499 
2 	 320 
1 	 374 
1 	 280 
1 	 405 
1 	 267 
2 	 500 
2 	 333 
1 	 374 
1 	 288 
1 	 436 
1 	 343 
4 	 783 
4 	 472 
2 	 611 
2 	 402 
1 	 494 
1 	 351 
1 	 492 
1 	 358 
2 	 655 
2 	 446 
1 	 524 
1 	 398 
1 	 561 
1 	 418 
16 	 835 
16 	 536 
8 	 794 
8 	 580 
4 	 786 
4 	 571 
2 	 716 
2 	 539 
1 	 560 
1 	 431 
1 	 542 
1 	 474 
2 	 602 
2 	 536 
1 	 523 
1 	 502 
1 	 540 
1 	 475 
4 	 636 
4 	 422 
2 	 515 
2 	 456 
1 	 450 
1 	 415 
1 	 411 
1 	 332 
2 	 501 
2 	 315 
1 	 403 
1 	 321 
1 	 386 
1 	 304 
8 	 675 
8 	 341 
4 	 564 
4 	 341 
2 	 476 
2 	 333 
1 	 376 
1 	 254 
1 	 371 
1 	 278 
2 	 493 
2 	 308 
1 	 377 
1 	 291 
1 	 400 
1 	 278 
4 	 512 
4 	 288 
2 	 450 
2 	 269 
1 	 395 
1 	 298 
1 	 355 
1 	 255 
2 	 371 
2 	 296 
1 	 322 
1 	 275 
1 	 373 
1 	 272 
64 	 2172 
64 	 1683 
32 	 1733 
32 	 1527 
16 	 949 
16 	 636 
8 	 502 
8 	 313 
4 	 523 
4 	 304 
2 	 415 
2 	 283 
1 	 384 
1 	 300 
1 	 381 
1 	 300 
2 	 539 
2 	 372 
1 	 408 
1 	 331 
1 	 421 
1 	 347 
4 	 472 
4 	 354 
2 	 425 
2 	 343 
1 	 382 
1 	 304 
1 	 404 
1 	 327 
2 	 616 
2 	 459 
1 	 457 
1 	 370 
1 	 703 
1 	 463 
8 	 1839 
8 	 1289 
4 	 1345 
4 	 1108 
2 	 1197 
2 	 811 
1 	 1075 
1 	 768 
1 	 1395 
1 	 890 
2 	 1615 
2 	 1008 
1 	 1494 
1 	 1021 
1 	 1752 
1 	 1146 
4 	 2135 
4 	 1178 
2 	 2088 
2 	 1328 
1 	 1885 
1 	 1227 
1 	 1763 
1 	 1248 
2 	 1867 
2 	 1300 
1 	 1616 
1 	 1126 
1 	 1578 
1 	 1088 
16 	 1640 
16 	 1071 
8 	 1783 
8 	 1051 
4 	 1776 
4 	 1210 
2 	 1702 
2 	 1233 
1 	 1449 
1 	 1143 
1 	 1407 
1 	 1029 
2 	 1410 
2 	 970 
1 	 1241 
1 	 871 
1 	 1067 
1 	 786 
4 	 1321 
4 	 845 
2 	 1176 
2 	 852 
1 	 999 
1 	 739 
1 	 855 
1 	 707 
2 	 1139 
2 	 732 
1 	 865 
1 	 658 
1 	 830 
1 	 633 
8 	 1047 
8 	 770 
4 	 984 
4 	 774 
2 	 966 
2 	 746 
1 	 816 
1 	 667 
1 	 786 
1 	 607 
2 	 796 
2 	 658 
1 	 674 
1 	 600 
1 	 655 
1 	 551 
4 	 947 
4 	 664 
2 	 788 
2 	 609 
1 	 689 
1 	 545 
1 	 611 
1 	 528 
2 	 782 
2 	 605 
1 	 611 
1 	 499 
1 	 629 
1 	 488 
32 	 2168 
32 	 760 
16 	 1670 
16 	 594 
8 	 1214 
8 	 565 
4 	 1032 
4 	 587 
2 	 715 
2 	 560 
1 	 563 
1 	 521 
1 	 633 
1 	 480 
2 	 888 
2 	 582 
1 	 646 
1 	 479 
1 	 667 
1 	 511 
4 	 1219 
4 	 581 
2 	 870 
2 	 598 
1 	 706 
1 	 508 
1 	 752 
1 	 504 
2 	 954 
2 	 534 
1 	 732 
1 	 455 
1 	 693 
1 	 508 
8 	 1527 
8 	 715 
4 	 1290 
4 	 587 
2 	 1024 
2 	 573 
1 	 820 
1 	 536 
1 	 840 
1 	 483 
2 	 1110 
2 	 558 
1 	 832 
1 	 538 
1 	 895 
1 	 528 
4 	 1375 
4 	 632 
2 	 1201 
2 	 597 
1 	 915 
1 	 583 
1 	 929 
1 	 563 
2 	 1228 
2 	 668 
1 	 944 
1 	 594 
1 	 1009 
1 	 603 
16 	 1600 
16 	 805 
8 	 1617 
8 	 876 
4 	 1460 
4 	 809 
2 	 1336 
2 	 709 
1 	 1151 
1 	 629 
1 	 1176 
1 	 686 
2 	 1480 
2 	 769 
1 	 1252 
1 	 794 
1 	 1295 
1 	 844 
4 	 1591 
4 	 741 
2 	 1445 
2 	 893 
1 	 1291 
1 	 769 
1 	 1159 
1 	 709 
2 	 1289 
2 	 738 
1 	 1063 
1 	 735 
1 	 1133 
1 	 724 
8 	 1827 
8 	 842 
4 	 1525 
4 	 903 
2 	 1324 
2 	 783 
1 	 1069 
1 	 732 
1 	 1146 
1 	 738 
2 	 1445 
2 	 907 
1 	 1114 
1 	 751 
1 	 1137 
1 	 891 
4 	 1558 
4 	 890 
2 	 1464 
2 	 923 
1 	 1298 
1 	 872 
1 	 1176 
1 	 809 
2 	 1326 
2 	 705 
1 	 1071 
1 	 674 
1 	 1040 
1 	 638 
64 	 1724 
64 	 729 
32 	 1471 
32 	 703 
16 	 1344 
16 	 633 
8 	 1403 
8 	 691 
4 	 1320 
4 	 830 
